Interwetten0_end,Interwetten0_raw,Interwetten1_end,Interwetten1_raw,Interwetten3_end,Interwetten3_raw,guest,host,league,number,result,score,session,william0_end,william0_raw,william1_end,william1_raw,william3_end,william3_raw
5.00,5.00,3.60,3.60,1.60,1.60,布莱克,埃弗顿,英超,12006,1,1:1,,5.50,5.50,3.50,3.75,1.67,1.50
3.10,3.30,3.30,3.30,2.10,2.00,纽卡斯,富勒姆,英超,12006,3,5:2,,4.00,3.40,3.30,3.20,1.95,1.95
3.30,3.30,3.30,3.30,2.00,2.00,维冈,巡游者,英超,12006,3,3:1,,3.60,3.50,3.20,3.20,2.10,1.91
3.80,4.30,3.40,3.40,1.85,1.75,西布罗,斯托克,英超,12006,0,1:2,,3.60,3.75,3.20,3.25,2.10,1.83
4.00,4.00,3.40,3.40,1.80,1.80,斯旺西,桑德兰,英超,12006,3,2:0,,4.20,4.20,3.20,3.20,1.95,1.75
2.60,2.60,3.20,3.20,2.50,2.50,维拉,狼队,英超,12006,0,2:3,,2.70,2.75,3.10,3.10,2.70,2.30
1.57,1.70,3.60,3.50,5.40,4.40,利物浦,博尔顿,英超,12006,3,3:1,,1.57,1.60,3.50,3.60,7.00,4.60
3.00,3.20,3.20,3.20,2.20,2.10,赫塔,纽伦堡,德甲,12006,3,2:0,,3.40,3.30,3.40,3.40,2.10,2.15
4.30,4.30,3.40,3.40,1.75,1.75,斯图加,沙尔克,德甲,12006,3,3:1,,4.50,4.20,3.75,3.75,1.73,1.80
3.20,3.30,3.20,3.30,2.10,2.00,奥格斯,弗赖堡,德甲,12006,3,1:0,,3.10,3.75,3.10,3.60,2.37,1.95
3.70,3.30,3.30,3.30,1.90,2.00,汉诺威,霍芬海,德甲,12006,1,0:0,,4.80,3.60,3.75,3.40,1.70,2.05
4.00,3.50,3.40,3.50,1.80,1.90,科隆,沃尔夫,德甲,12006,3,1:0,,4.20,3.60,3.75,3.75,1.80,1.95
2.40,2.40,3.30,3.30,2.65,2.65,不来梅,凯泽,德甲,12006,1,0:0,,2.50,2.40,3.40,3.50,2.70,2.80
1.80,1.80,3.30,3.30,4.20,4.20,尤文,亚特兰,意甲,12006,0,0:2,,1.80,1.85,3.30,3.30,4.75,4.50
3.70,3.80,3.30,3.40,1.90,1.85,热刺,曼城,英超,12007,3,3:2,,4.33,3.80,3.20,3.50,2.00,1.75
2.50,2.50,3.15,3.15,2.65,2.65,曼联,阿森纳,英超,12007,0,1:2,,2.75,2.60,3.10,3.40,2.80,2.62
2.15,2.15,3.10,3.10,3.20,3.20,那不勒,锡耶纳,意甲,12007,1,1:1,,2.10,2.10,3.10,3.20,3.75,3.60
3.20,3.20,3.00,3.00,2.20,2.20,帕尔马,博洛尼,意甲,12007,1,0:0,,3.20,2.90,3.00,3.10,2.40,2.50
3.00,3.00,3.10,3.10,2.25,2.25,佛罗伦,卡利亚,意甲,12007,1,0:0,,3.10,3.10,3.10,3.10,2.40,2.40
4.60,4.50,3.50,3.40,1.65,1.70,拉齐奥,国米,意甲,12007,3,2:1,,5.50,5.50,3.60,3.40,1.67,1.70
1.45,1.45,3.90,3.90,6.50,6.50,AC米兰,诺瓦拉,意甲,12007,0,0:3,,1.40,1.44,4.50,4.00,8.00,8.00
4.60,5.40,3.50,3.70,1.65,1.55,卡塔尼,乌迪内,意甲,12007,3,2:1,,5.50,6.00,3.60,3.60,1.67,1.61
2.80,2.80,3.20,3.20,2.30,2.30,切沃,莱切,意甲,12007,1,2:2,,3.00,2.90,3.00,3.10,2.50,2.50
3.40,3.40,3.20,3.20,2.00,2.00,热那亚,巴勒莫,意甲,12007,3,5:3,,4.20,3.60,3.25,3.20,1.91,2.10
2.30,2.30,3.20,3.30,2.80,2.75,巴伦西,奥萨苏,西甲,12007,1,1:1,,2.10,2.30,3.25,3.10,3.50,2.75
1.33,1.40,4.60,4.10,7.80,7.00,巴萨,马拉加,西甲,12007,0,1:4,,1.28,1.40,5.50,4.20,9.50,6.00
12.00,14.00,6.20,7.00,1.17,1.12,毕尔巴,皇马,西甲,12007,3,4:1,,13.00,11.00,6.50,6.00,1.20,1.17
3.70,3.30,3.30,3.30,1.90,2.00,萨拉戈,莱万特,西甲,12007,1,0:0,,3.75,3.25,3.30,3.20,2.00,2.00
4.30,4.30,3.40,3.40,1.75,1.75,弗赖堡,美因茨,德甲,12008,3,3:1,,5.00,4.80,3.75,3.60,1.67,1.75
2.70,2.70,3.20,3.20,2.40,2.40,门兴,斯图加,德甲,12008,0,0:3,,2.75,2.75,3.20,3.30,2.60,2.50
2.40,2.40,3.20,3.20,2.70,2.70,拉齐奥,切沃,意甲,12008,0,0:3,,2.60,2.60,3.00,3.20,2.90,2.75
,,,,,,卡利亚,AC米兰,意甲,12008,3,3:0,,11.00,9.00,5.00,4.60,1.30,1.36
7.00,6.50,4.10,3.90,1.40,1.45,博洛尼,罗马,意甲,12008,1,1:1,,8.00,9.00,4.00,4.20,1.44,1.40
2.30,2.30,3.20,3.20,2.80,2.80,那不勒,热那亚,意甲,12008,3,3:2,,2.30,2.25,3.10,3.20,3.25,3.25
1.55,1.50,3.70,3.80,5.40,5.70,国米,莱切,意甲,12008,3,1:0,,1.73,1.60,3.50,3.60,5.00,6.00
,,,,,,亚特兰,切塞纳,意甲,12008,0,0:1,,3.00,2.87,3.00,3.20,2.50,2.50
5.50,5.50,3.90,3.90,1.50,1.50,诺瓦拉,巴勒莫,意甲,12008,3,2:0,,6.50,6.00,3.75,3.75,1.57,1.57
,,,,,,塞维利,马拉加,西甲,12008,3,2:1,,3.30,3.40,3.20,3.30,2.25,2.15
,,,,,,巴伦西,桑坦德,西甲,12008,1,2:2,,2.05,2.20,3.20,3.30,3.75,3.25
2.90,2.90,3.30,3.30,2.20,2.20,赫塔费,莱万特,西甲,12008,0,1:2,,2.75,3.10,3.10,3.30,2.62,2.30
3.70,3.70,3.30,3.30,1.90,1.90,希洪,社会,西甲,12008,3,5:1,,4.40,4.00,3.40,3.30,1.85,1.95
1.90,1.65,3.30,3.50,3.70,4.60,切尔西,斯旺西,英超,12009,1,1:1,,2.00,1.67,3.30,3.40,3.75,4.40
10.00,10.00,5.00,5.00,1.25,1.25,维冈,热刺,英超,12009,3,3:1,,15.00,11.00,6.00,5.50,1.20,1.18
1.75,1.65,3.40,3.50,4.30,4.60,利物浦,狼队,英超,12009,0,0:3,,1.70,1.65,3.75,3.40,4.80,4.50
9.00,10.00,5.00,5.00,1.28,1.25,斯托克,曼联,英超,12009,3,2:0,,10.00,9.00,5.00,4.80,1.30,1.25
1.80,1.75,3.40,3.40,4.00,4.30,曼城,埃弗顿,英超,12009,3,1:0,,1.85,1.91,3.30,3.20,4.50,3.50
1.80,1.75,3.40,3.40,4.00,4.30,尤文,帕尔马,意甲,12009,1,0:0,,1.73,1.80,3.50,3.40,5.00,4.75
4.00,4.00,3.40,3.40,1.80,1.80,巡游者,维拉,英超,12010,1,2:2,,5.00,3.80,3.40,3.30,1.75,1.80
1.65,1.65,3.50,3.50,4.60,4.60,阿森纳,博尔顿,英超,12010,1,0:0,,1.67,1.60,3.60,3.60,5.50,4.60
4.00,4.00,3.40,3.40,1.80,1.80,诺维奇,桑德兰,英超,12010,3,3:0,,4.75,4.00,3.60,3.40,1.75,1.73
2.55,2.55,3.20,3.20,2.55,2.55,纽卡斯,布莱克,英超,12010,0,0:2,,3.00,2.60,3.20,3.20,2.37,2.37
4.00,4.30,3.40,3.40,1.80,1.75,西布罗,富勒姆,英超,12010,1,1:1,,4.50,4.20,3.40,3.30,1.83,1.73
3.40,3.30,3.20,2.90,2.00,2.20,热那亚,亚特兰,意甲,12010,3,1:0,,3.75,3.60,3.20,3.40,2.05,2.05
3.50,3.45,3.10,3.15,2.00,2.00,卡塔尼,锡耶纳,意甲,12010,0,0:1,,3.75,3.60,3.10,3.25,2.10,2.10
2.70,3.00,3.00,2.75,2.60,2.50,佛罗伦,博洛尼,意甲,12010,3,2:0,,2.87,2.80,3.00,3.10,2.62,2.62
2.30,2.30,3.20,3.20,2.80,2.80,罗马,卡利亚,意甲,12010,3,4:2,,2.60,2.30,3.20,3.30,2.75,3.10
6.50,6.50,3.90,3.90,1.45,1.45,巴勒莫,国米,意甲,12010,1,4:4,,8.00,8.00,4.33,4.33,1.40,1.40
2.30,2.30,3.20,3.20,2.80,2.80,AC米兰,拉齐奥,意甲,12010,3,2:0,,2.20,2.30,3.20,3.30,3.40,3.10
7.30,7.30,4.50,4.50,1.35,1.35,切塞纳,那不勒,意甲,12010,1,0:0,,11.00,10.00,5.00,4.75,1.28,1.33
6.50,6.50,3.90,3.90,1.45,1.45,莱切,乌迪内,意甲,12010,3,2:1,,7.50,7.50,4.20,4.33,1.44,1.44
3.70,3.70,3.30,3.30,1.90,1.90,博尔顿,诺维奇,英超,12011,3,2:0,,3.60,3.30,3.40,3.20,2.05,1.95
3.70,3.30,3.30,3.30,1.90,2.00,狼队,巡游者,英超,12011,0,1:2,,3.80,3.00,3.30,3.20,2.00,2.10
3.20,3.20,3.20,3.20,2.10,2.10,桑德兰,斯托克,英超,12011,0,0:1,,3.20,3.20,3.20,3.10,2.30,2.05
3.30,3.30,3.30,3.30,2.00,2.00,斯旺西,西布罗,英超,12011,0,1:2,,3.60,3.00,3.20,3.20,2.10,2.10
2.00,2.00,3.30,3.30,3.30,3.30,埃弗顿,维冈,英超,12011,1,1:1,,2.00,2.30,3.20,3.10,4.00,2.75
8.50,8.50,4.80,4.80,1.30,1.30,富勒姆,曼城,英超,12011,3,3:0,,12.00,8.00,4.80,4.50,1.30,1.28
4.20,4.40,3.30,3.40,1.77,1.72,斯图加,勒沃,德甲,12011,1,2:2,,4.20,4.80,3.75,3.60,1.80,1.73
5.40,5.40,3.70,3.70,1.55,1.55,美因茨,沙尔克,德甲,12011,1,1:1,,5.00,5.50,3.40,3.75,1.75,1.61
2.65,2.65,3.30,3.30,2.40,2.40,汉诺威,赫塔,德甲,12011,0,0:1,,3.00,3.10,3.20,3.40,2.40,2.25
4.50,4.60,3.50,3.50,1.67,1.65,奥格斯,霍芬海,德甲,12011,1,2:2,,5.50,5.50,3.50,3.75,1.67,1.61
2.50,2.50,3.35,3.35,2.50,2.50,门兴,沃尔夫,德甲,12011,1,0:0,,2.50,2.50,3.10,3.30,2.90,2.80
1.60,1.60,3.60,3.60,5.00,5.00,拜仁,汉堡,德甲,12011,1,1:1,,1.53,1.53,4.00,4.33,6.00,5.50
3.00,3.00,3.20,3.20,2.20,2.20,桑坦德,莱万特,西甲,12011,1,1:1,,3.80,3.50,3.25,3.30,2.00,2.10
1.35,1.33,4.50,4.60,7.30,7.80,皇马,赫塔费,西甲,12011,0,0:1,,1.36,1.33,4.80,5.00,8.00,9.00
2.70,2.70,3.20,3.20,2.50,2.40,曼联,切尔西,英超,12012,1,3:3,,2.80,2.87,3.10,3.10,2.60,2.20
3.70,3.70,3.30,3.30,1.90,1.90,维拉,纽卡斯,英超,12012,3,2:1,,3.60,3.20,3.20,3.20,2.10,2.00
2.00,2.10,3.30,3.30,3.30,3.10,不来梅,弗赖堡,德甲,12012,1,2:2,,2.30,2.20,3.60,3.40,2.87,3.20
4.00,4.00,3.40,3.40,1.80,1.80,科隆,凯泽,德甲,12012,0,0:1,,4.50,4.50,3.50,3.40,1.80,1.83
3.10,3.10,2.90,2.90,2.30,2.30,帕尔马,切沃,意甲,12012,0,1:2,,3.30,3.30,3.10,3.20,2.30,2.25
2.80,2.80,3.10,3.10,2.35,2.35,乌迪内,佛罗伦,意甲,12012,3,3:2,,3.40,2.90,3.10,3.10,2.25,2.50
8.50,9.00,4.80,5.00,1.30,1.28,锡耶纳,尤文,意甲,12012,1,0:0,,11.00,10.00,5.00,5.00,1.30,1.30
2.50,2.50,3.10,3.10,2.70,2.70,卡利亚,诺瓦拉,意甲,12012,1,0:0,,2.70,2.80,3.10,3.10,2.70,2.60
3.30,3.30,3.00,3.00,2.30,2.30,博洛尼,莱切,意甲,12012,1,0:0,,3.50,3.10,3.10,3.20,2.20,2.30
4.40,4.40,3.50,3.50,1.70,1.70,亚特兰,巴勒莫,意甲,12012,3,2:1,,4.80,4.33,3.30,3.25,1.80,1.90
4.30,4.60,3.40,3.50,1.75,1.65,那不勒,AC米兰,意甲,12012,1,0:0,,5.50,5.50,3.30,3.50,1.73,1.67
3.80,4.00,3.40,3.40,1.85,1.80,比利亚,塞维利,西甲,12012,0,1:2,,4.50,4.75,3.50,3.50,1.80,1.75
2.65,2.65,3.30,3.30,2.40,2.40,巴列卡,萨拉戈,西甲,12012,0,1:2,,3.00,3.10,3.20,3.25,2.40,2.30
3.70,3.30,3.30,3.30,1.90,2.00,巴伦西,马竞技,西甲,12012,1,0:0,,4.00,3.30,3.40,3.25,1.91,2.20
3.00,2.70,3.20,3.20,2.20,2.40,巡游者,布莱克,英超,12014,3,3:2,,3.40,3.00,3.40,3.10,2.10,2.15
3.40,3.40,3.20,3.20,2.00,2.00,维冈,博尔顿,英超,12014,0,1:2,,3.60,3.30,3.25,3.40,2.10,1.91
2.20,2.20,3.20,3.20,3.00,3.00,切尔西,埃弗顿,英超,12014,3,2:0,,2.30,2.10,3.20,3.10,3.10,3.10
3.40,3.40,3.20,3.20,2.00,2.00,斯托克,富勒姆,英超,12014,3,2:1,,4.00,3.50,3.40,3.10,1.91,1.95
2.20,2.20,3.20,3.20,3.00,3.00,阿森纳,桑德兰,英超,12014,0,1:2,,2.05,2.00,3.40,3.25,3.50,3.20
5.40,5.70,3.70,3.80,1.55,1.50,纽卡斯,热刺,英超,12014,3,5:0,,7.00,6.50,4.33,4.00,1.44,1.40
3.70,3.70,3.30,3.30,1.90,1.90,诺维奇,斯旺西,英超,12014,0,2:3,,4.75,3.80,3.60,3.30,1.73,1.80
6.50,6.50,3.90,3.90,1.45,1.45,勒沃,多特,德甲,12014,3,1:0,,8.00,7.00,4.75,4.20,1.36,1.45
14.00,14.00,6.20,6.20,1.15,1.15,凯泽,拜仁,德甲,12014,3,2:0,,17.00,15.00,7.50,7.00,1.14,1.17
3.30,3.30,3.30,3.30,2.00,2.00,汉诺威,美因茨,德甲,12014,1,1:1,,4.20,3.75,3.60,3.30,1.80,2.00
4.00,4.00,3.40,3.40,1.80,1.80,赫塔,斯图加,德甲,12014,3,5:0,,3.75,4.33,3.40,3.40,2.00,1.85
3.80,3.80,3.40,3.40,1.85,1.85,霍芬海,不来梅,德甲,12014,1,1:1,,3.80,4.33,3.40,3.40,2.00,1.85
2.70,2.60,3.20,3.20,2.40,2.50,沙尔克,门兴,德甲,12014,3,3:0,,2.70,3.00,3.25,3.20,2.60,2.37
2.75,2.75,3.10,3.10,2.45,2.45,AC米兰,乌迪内,意甲,12014,0,1:2,,2.50,2.80,3.10,3.20,2.90,2.50
2.80,2.80,3.20,3.20,2.30,2.30,西布罗,狼队,英超,12015,0,1:5,,2.80,2.75,3.20,3.20,2.50,2.25
1.70,1.70,3.50,3.50,4.40,4.40,曼城,维拉,英超,12015,0,0:1,,1.67,1.61,3.75,3.50,5.00,4.60
2.60,2.60,3.20,3.20,2.50,2.50,纽伦堡,奥格斯,德甲,12015,1,0:0,,2.70,2.70,3.10,3.10,2.70,2.70
2.40,2.30,3.20,3.20,2.70,2.80,汉堡,科隆,德甲,12015,0,0:1,,2.40,2.37,3.30,3.20,2.87,3.00
1.80,1.60,3.40,3.50,4.00,5.20,尤文,博洛尼,意甲,12015,1,1:1,,1.67,1.67,3.75,3.50,5.00,5.50
3.20,2.90,3.00,3.00,2.20,2.40,佛罗伦,帕尔马,意甲,12015,1,2:2,,3.60,3.10,3.00,3.10,2.20,2.37
10.00,11.00,5.00,5.30,1.25,1.22,诺瓦拉,国米,意甲,12015,0,0:1,,11.00,13.00,5.00,5.25,1.28,1.25
3.70,3.70,3.30,3.30,1.90,1.90,莱切,亚特兰,意甲,12015,1,0:0,,4.20,4.50,3.10,3.30,2.00,1.85
3.40,3.00,3.20,3.00,2.00,2.30,热那亚,卡塔尼,意甲,12015,3,4:0,,4.20,3.40,3.20,3.20,1.95,2.20
4.30,4.30,3.40,3.40,1.75,1.75,马洛卡,马拉加,西甲,12015,3,3:1,,5.50,5.00,3.50,3.50,1.67,1.73
2.70,2.70,3.10,3.10,2.50,2.50,赫塔费,巴列卡,西甲,12015,3,2:0,,3.00,2.80,3.20,3.25,2.37,2.50
7.00,7.00,4.10,4.10,1.40,1.40,希洪,巴伦西,西甲,12015,3,4:0,,8.00,8.50,4.75,4.75,1.36,1.36
5.00,5.00,3.60,3.60,1.60,1.60,格拉纳,比利亚,西甲,12015,3,3:1,,5.50,6.00,3.60,3.60,1.67,1.61
16.00,16.00,7.50,7.50,1.10,1.10,莱万特,皇马,西甲,12015,3,4:2,,23.00,26.00,10.00,10.00,1.08,1.08
3.10,3.10,3.30,3.30,2.10,2.10,美因茨,霍芬海,德甲,12018,1,1:1,,2.90,3.40,3.25,3.30,2.45,2.15
7.00,7.00,4.10,4.10,1.40,1.40,博洛尼,国米,意甲,12018,0,0:3,,9.00,9.00,4.20,4.20,1.40,1.40
2.30,2.30,3.20,3.20,2.80,2.80,门兴,凯泽,德甲,12019,0,1:2,,2.30,2.37,3.20,3.30,3.20,2.90
3.80,3.80,3.40,3.40,1.85,1.85,科隆,纽伦堡,德甲,12019,3,2:1,,4.75,4.33,3.60,3.50,1.73,1.83
6.50,6.50,3.90,3.90,1.45,1.45,奥格斯,勒沃,德甲,12019,3,4:1,,6.50,7.50,4.20,4.20,1.50,1.44
2.90,2.90,3.30,3.30,2.20,2.20,不来梅,汉堡,德甲,12019,0,1:3,,3.40,3.10,3.40,3.10,2.10,2.10
1.55,1.55,3.70,3.70,5.40,5.40,多特,赫塔,德甲,12019,0,0:1,,1.53,1.50,3.75,4.00,7.00,7.00
1.35,1.35,4.50,4.50,7.30,7.30,拜仁,弗赖堡,德甲,12019,1,0:0,,1.33,1.33,5.00,5.00,9.00,9.00
7.80,7.80,4.60,4.60,1.33,1.33,卡塔尼,尤文,意甲,12019,3,3:1,,11.00,9.50,5.00,4.75,1.28,1.33
3.20,2.90,3.20,3.20,2.10,2.25,西班人,赫塔费,西甲,12019,1,1:1,,4.00,3.20,3.20,3.25,2.00,2.25
16.00,16.00,7.50,7.50,1.11,1.11,桑坦德,皇马,西甲,12019,3,4:0,,21.00,26.00,9.00,10.00,1.10,1.08
4.40,4.00,3.50,3.40,1.70,1.80,奥萨苏,塞维利,西甲,12019,3,2:0,,5.50,4.75,3.75,3.50,1.61,1.75
2.80,2.80,3.10,3.10,2.40,2.40,布雷斯,阿雅克,法甲,12019,1,0:0,,3.00,2.90,2.90,3.10,2.60,2.50
2.80,2.80,3.10,3.10,2.40,2.40,图卢兹,南锡,法甲,12019,0,0:3,,3.20,2.80,2.90,3.20,2.50,2.50
3.20,3.20,3.00,3.00,2.20,2.20,尼斯,第戎,法甲,12019,3,3:0,,2.70,3.30,3.00,3.20,2.40,2.25
2.30,2.30,3.10,3.10,2.90,2.90,里尔,洛里昂,法甲,12019,0,0:1,,2.30,2.40,3.20,3.10,3.20,3.10
4.40,4.40,3.50,3.50,1.70,1.70,沃尔夫,沙尔克,德甲,12020,3,4:0,,5.00,6.00,3.75,3.80,1.67,1.57
2.80,2.80,3.20,3.20,2.30,2.30,斯图加,汉诺威,德甲,12020,3,4:2,,2.87,3.10,3.40,3.30,2.37,2.30
1.60,1.60,3.60,3.60,5.00,5.00,AC米兰,切塞纳,意甲,12020,0,1:3,,1.53,1.57,3.75,3.60,7.00,6.50
5.60,5.60,3.80,3.80,1.52,1.52,帕尔马,罗马,意甲,12020,3,1:0,,6.50,7.00,4.20,3.75,1.50,1.53
2.70,2.70,3.10,3.10,2.50,2.50,亚特兰,诺瓦拉,意甲,12020,1,0:0,,2.70,2.75,3.10,3.10,2.70,2.65
4.50,4.30,3.40,3.40,1.70,1.75,卡利亚,乌迪内,意甲,12020,1,0:0,,4.33,4.80,3.20,3.30,1.91,1.80
2.80,2.70,3.20,3.20,2.30,2.40,拉齐奥,巴勒莫,意甲,12020,3,5:1,,3.40,2.87,3.20,3.10,2.20,2.55
3.40,3.80,3.20,3.40,2.00,1.85,切沃,热那亚,意甲,12020,0,0:1,,3.80,4.33,3.00,3.25,2.15,1.91
2.80,2.80,3.20,3.20,2.30,2.30,比利亚,马洛卡,西甲,12020,3,4:0,,3.20,3.10,3.20,3.25,2.30,2.30
3.30,3.00,3.30,3.20,2.00,2.20,巴列卡,莱万特,西甲,12020,0,3:5,,3.75,3.20,3.50,3.25,1.95,2.25
9.00,9.00,5.00,5.00,1.28,1.28,巴伦西,巴萨,西甲,12020,3,5:1,,12.00,9.50,6.00,5.50,1.22,1.28
3.80,3.80,3.40,3.40,1.85,1.85,马拉加,毕尔巴,西甲,12020,3,3:0,,4.20,4.10,3.50,3.40,1.83,1.90
